1, 47, 65, 252, 197, 151
87, 46, 65, 245, 184, 146
1, 46, 65, 244, 187, 142
87, 45, 65, 252, 197, 156
1, 45, 65, 254, 197, 151
87, 44, 65, 236, 179, 141
1, 44, 65, 254, 197, 152
87, 43, 65, 221, 162, 123
1, 43, 65, 247, 191, 144
87, 42, 65, 250, 194, 152
1, 42, 65, 245, 189, 142
87, 41, 65, 250, 189, 151
1, 41, 65, 250, 192, 149
87, 40, 65, 247, 186, 151
1, 40, 65, 252, 196, 149
87, 39, 65, 244, 182, 152
87, 47, 65, 250, 191, 156
1, 48, 65, 255, 201, 154
1, 39, 65, 255, 202, 151
87, 38, 65, 245, 186, 151
87, 48, 65, 237, 179, 144
1, 49, 65, 252, 196, 149
1, 38, 65, 254, 199, 151
87, 37, 65, 252, 194, 152
87, 49, 65, 236, 181, 142
1, 50, 65, 250, 194, 147
1, 37, 65, 247, 191, 146
86, 36, 65, 244, 182, 147
2, 36, 65, 254, 196, 156
86, 35, 65, 245, 184, 154
2, 35, 65, 250, 191, 154
86, 34, 65, 247, 191, 149
2, 34, 65, 247, 187, 152
86, 33, 65, 249, 191, 151
87, 50, 65, 239, 182, 142
1, 51, 65, 255, 202, 152
2, 33, 65, 244, 187, 147
86, 32, 65, 245, 186, 149
87, 51, 65, 247, 187, 149
2, 52, 65, 237, 182, 134
2, 32, 65, 234, 177, 136
85, 31, 65, 245, 182, 151
3, 31, 65, 249, 189, 152
85, 30, 65, 229, 169, 139
3, 30, 65, 250, 191, 154
85, 29, 65, 184, 134, 103
86, 52, 65, 240, 186, 149
2, 53, 65, 242, 189, 141
3, 29, 65, 249, 191, 152
84, 28, 65, 199, 146, 119
4, 28, 65, 247, 191, 147
84, 27, 65, 182, 131, 106
4, 27, 65, 249, 192, 146
84, 26, 65, 216, 161, 139
86, 53, 65, 222, 166, 129
2, 54, 65, 252, 197, 152
4, 26, 65, 247, 191, 144
83, 25, 65, 231, 167, 141
5, 25, 65, 250, 194, 147
83, 24, 65, 236, 176, 142
86, 54, 65, 249, 192, 151
2, 55, 65, 254, 194, 152
5, 24, 65, 252, 196, 149
83, 23, 65, 222, 164, 134
86, 55, 65, 249, 191, 149
2, 56, 65, 255, 199, 156
5, 23, 65, 255, 201, 154
82, 22, 65, 247, 184, 151
86, 56, 65, 252, 192, 152
3, 57, 65, 216, 166, 124
6, 22, 65, 250, 194, 151
81, 21, 65, 240, 179, 144
7, 21, 65, 252, 197, 149
81, 20, 65, 186, 132, 106
85, 57, 65, 249, 189, 149
3, 58, 65, 249, 199, 151
7, 20, 65, 252, 197, 147
80, 19, 65, 236, 177, 141
85, 58, 65, 250, 194, 152
8, 19, 65, 227, 172, 129
80, 18, 65, 254, 192, 152
3, 59, 65, 250, 201, 146
85, 59, 65, 247, 191, 149
8, 18, 65, 239, 181, 141
79, 17, 65, 247, 186, 152
4, 60, 65, 234, 181, 141
84, 60, 65, 232, 176, 134
9, 17, 65, 249, 194, 149
78, 16, 65, 242, 181, 149
4, 61, 65, 231, 174, 137
84, 61, 65, 250, 192, 152
10, 16, 65, 250, 197, 151
77, 15, 65, 244, 182, 151
4, 62, 65, 226, 172, 137
84, 62, 65, 252, 194, 152
11, 15, 65, 254, 197, 154
77, 14, 65, 245, 184, 152
5, 63, 65, 242, 186, 144
83, 63, 65, 245, 187, 146
11, 14, 65, 242, 184, 149
76, 13, 65, 245, 189, 151
5, 64, 65, 239, 186, 141
83, 64, 65, 212, 157, 116
12, 13, 65, 250, 194, 151
75, 12, 65, 255, 199, 152
5, 65, 65, 255, 206, 157
83, 65, 65, 187, 136, 94
6, 66, 65, 254, 197, 151
82, 66, 65, 249, 192, 152
13, 12, 65, 255, 199, 154
74, 11, 65, 242, 186, 144
7, 67, 65, 255, 204, 151
81, 67, 65, 250, 192, 149
7, 68, 65, 255, 206, 151
81, 68, 65, 242, 186, 142
14, 11, 65, 255, 202, 151
73, 10, 65, 254, 197, 152
72, 10, 65, 240, 186, 137
8, 69, 65, 244, 194, 137
80, 69, 65, 250, 194, 149
16, 10, 65, 254, 202, 147
15, 10, 65, 255, 204, 152
71, 9, 65, 255, 199, 151
8, 70, 65, 236, 186, 129
80, 70, 65, 249, 192, 151
17, 9, 65, 255, 202, 154
70, 8, 65, 255, 201, 151
69, 8, 65, 255, 202, 151
9, 71, 65, 255, 206, 151
79, 71, 65, 242, 184, 147
19, 8, 65, 249, 191, 149
18, 8, 65, 255, 199, 156
68, 7, 65, 250, 197, 152
10, 72, 65, 239, 189, 139
78, 72, 65, 245, 184, 152
11, 73, 65, 209, 162, 113
77, 73, 65, 247, 186, 152
20, 7, 65, 250, 192, 151
67, 6, 65, 255, 199, 157
66, 6, 65, 249, 192, 151
11, 74, 65, 159, 124, 79
77, 74, 65, 250, 191, 154
12, 75, 65, 189, 152, 109
76, 75, 65, 244, 184, 147
22, 6, 65, 255, 202, 154
21, 6, 65, 237, 181, 137
65, 5, 65, 214, 159, 119
64, 5, 65, 232, 179, 136
13, 76, 65, 232, 187, 137
75, 76, 65, 249, 191, 152
14, 77, 65, 255, 201, 149
74, 77, 65, 242, 186, 149
24, 5, 65, 247, 196, 142
23, 5, 65, 255, 201, 149
63, 4, 65, 234, 181, 139
62, 4, 65, 229, 176, 132
61, 4, 65, 232, 182, 141
15, 78, 65, 255, 201, 156
16, 78, 65, 249, 192, 151
72, 78, 65, 229, 172, 137
73, 78, 65, 249, 191, 151
27, 4, 65, 242, 192, 141
26, 4, 65, 244, 192, 146
25, 4, 65, 226, 172, 128
60, 3, 65, 212, 162, 126
59, 3, 65, 239, 181, 147
58, 3, 65, 245, 184, 151
17, 79, 65, 254, 199, 151
71, 79, 65, 247, 187, 152
18, 80, 65, 254, 196, 152
19, 80, 65, 247, 187, 151
30, 3, 65, 252, 197, 151
29, 3, 65, 247, 194, 146
28, 3, 65, 231, 181, 134
57, 2, 65, 250, 194, 151
56, 2, 65, 224, 171, 129
55, 2, 65, 247, 192, 149
54, 2, 65, 244, 189, 144
53, 2, 65, 249, 194, 149
69, 80, 65, 252, 194, 154
70, 80, 65, 252, 192, 152
20, 81, 65, 249, 192, 152
68, 81, 65, 254, 194, 157
35, 2, 65, 239, 189, 139
34, 2, 65, 247, 196, 144
33, 2, 65, 244, 191, 142
32, 2, 65, 247, 192, 146
31, 2, 65, 255, 201, 156
52, 1, 65, 254, 197, 152
51, 1, 65, 252, 196, 152
50, 1, 65, 255, 199, 152
49, 1, 65, 255, 204, 151
48, 1, 65, 254, 201, 149
47, 1, 65, 197, 149, 113
46, 1, 65, 232, 177, 136
45, 1, 65, 245, 187, 147
44, 1, 65, 249, 192, 149
43, 1, 65, 250, 196, 151
42, 1, 65, 247, 187, 152
41, 1, 65, 249, 189, 152
40, 1, 65, 250, 191, 152
39, 1, 65, 237, 182, 141
38, 1, 65, 237, 184, 142
37, 1, 65, 216, 166, 123
36, 1, 65, 245, 194, 147
53, 87, 64, 255, 199, 152
52, 87, 64, 255, 199, 152
51, 87, 64, 244, 189, 144
50, 87, 64, 227, 176, 134
49, 87, 64, 194, 144, 108
48, 87, 64, 224, 169, 134
47, 87, 64, 245, 184, 149
46, 87, 64, 245, 187, 149
45, 87, 64, 244, 187, 147
44, 87, 64, 244, 186, 149
43, 87, 64, 244, 182, 152
42, 87, 64, 232, 174, 141
41, 87, 64, 247, 186, 154
40, 87, 64, 221, 164, 132
39, 87, 64, 247, 187, 152
38, 87, 64, 247, 186, 154
37, 87, 64, 249, 189, 151
36, 87, 64, 247, 187, 152
35, 87, 64, 197, 139, 109
57, 86, 64, 240, 192, 137
56, 86, 64, 255, 209, 151
55, 86, 64, 249, 196, 144
54, 86, 64, 255, 204, 151
21, 82, 65, 247, 189, 144
22, 82, 65, 250, 192, 151
66, 82, 65, 221, 167, 126
67, 82, 65, 201, 149, 108
34, 86, 64, 242, 184, 146
33, 86, 64, 232, 174, 139
32, 86, 64, 249, 189, 149
31, 86, 64, 252, 192, 154
60, 85, 64, 254, 202, 152
59, 85, 64, 255, 206, 154
58, 85, 64, 244, 196, 139
23, 83, 65, 229, 179, 137
24, 83, 65, 197, 149, 108
30, 85, 64, 242, 181, 151
29, 85, 64, 237, 179, 144
28, 85, 64, 250, 191, 154
63, 84, 64, 249, 192, 147
62, 84, 64, 252, 196, 151
61, 84, 64, 247, 194, 144
64, 83, 65, 255, 201, 152
65, 83, 65, 254, 197, 151
27, 84, 64, 250, 192, 152
26, 84, 64, 252, 194, 152
25, 84, 64, 249, 192, 151
65, 83, 64, 255, 201, 151
64, 83, 64, 255, 199, 152
25, 84, 65, 255, 199, 152
26, 84, 65, 252, 194, 149
24, 83, 64, 239, 186, 141
23, 83, 64, 252, 201, 149
67, 82, 64, 255, 199, 152
66, 82, 64, 249, 194, 149
27, 84, 65, 254, 197, 152
61, 84, 65, 252, 196, 149
22, 82, 64, 244, 191, 142
21, 82, 64, 226, 172, 126
69, 81, 64, 254, 196, 156
68, 81, 64, 255, 197, 154
62, 84, 65, 255, 201, 154
63, 84, 65, 255, 199, 152
20, 81, 64, 240, 182, 147
19, 81, 64, 222, 164, 131
70, 80, 64, 245, 186, 147
28, 85, 65, 249, 189, 152
29, 85, 65, 245, 186, 149
18, 80, 64, 255, 199, 151
72, 79, 64, 244, 189, 146
71, 79, 64, 247, 191, 151
30, 85, 65, 240, 179, 146
58, 85, 65, 255, 211, 151
17, 79, 64, 254, 197, 151
16, 79, 64, 254, 197, 151
73, 78, 64, 237, 179, 142
59, 85, 65, 255, 209, 151
60, 85, 65, 255, 209, 151
31, 86, 65, 255, 201, 159
32, 86, 65, 231, 181, 131
15, 78, 64, 255, 206, 151
74, 77, 64, 250, 194, 152
33, 86, 65, 224, 171, 129
34, 86, 65, 229, 174, 134
14, 77, 64, 255, 202, 147
75, 76, 64, 240, 184, 146
35, 86, 65, 221, 167, 131
53, 86, 65, 252, 202, 149
13, 76, 64, 212, 169, 118
76, 75, 64, 250, 191, 154
54, 86, 65, 245, 197, 139
55, 86, 65, 252, 204, 144
12, 75, 64, 187, 141, 98
77, 74, 64, 250, 191, 154
56, 86, 65, 254, 206, 146
57, 86, 65, 255, 209, 146
11, 74, 64, 172, 132, 86
78, 73, 64, 239, 179, 144
36, 87, 65, 234, 181, 137
37, 87, 65, 245, 187, 144
10, 73, 64, 255, 204, 146
79, 72, 64, 249, 189, 147
38, 87, 65, 250, 192, 152
39, 87, 65, 245, 186, 152
9, 72, 64, 231, 182, 129
79, 71, 64, 247, 187, 149
40, 87, 65, 209, 156, 123
41, 87, 65, 222, 166, 129
9, 71, 64, 239, 191, 136
80, 70, 64, 245, 187, 151
42, 87, 65, 240, 182, 146
43, 87, 65, 237, 179, 144
8, 70, 64, 252, 202, 146
81, 69, 64, 250, 194, 149
44, 87, 65, 242, 184, 147
45, 87, 65, 236, 179, 142
7, 69, 64, 254, 204, 147
81, 68, 64, 247, 191, 146
46, 87, 65, 249, 189, 152
47, 87, 65, 242, 184, 146
7, 68, 64, 250, 201, 146
82, 67, 64, 254, 196, 152
48, 87, 65, 249, 191, 151
49, 87, 65, 239, 184, 142
6, 67, 64, 255, 201, 149
82, 66, 64, 250, 191, 151
6, 66, 64, 224, 174, 126
83, 65, 64, 231, 174, 132
50, 87, 65, 240, 187, 142
51, 87, 65, 252, 196, 151
5, 65, 64, 247, 197, 146
83, 64, 64, 214, 162, 119
5, 64, 64, 214, 164, 118
84, 63, 64, 254, 201, 154
52, 87, 65, 250, 196, 151
37, 1, 66, 239, 187, 141
4, 63, 64, 254, 196, 151
84, 62, 64, 252, 196, 151
38, 1, 66, 224, 174, 128
39, 1, 66, 239, 187, 141
4, 62, 64, 250, 192, 151
84, 61, 64, 254, 196, 151
4, 61, 64, 252, 192, 151
85, 60, 64, 249, 192, 147
40, 1, 66, 254, 197, 152
41, 1, 66, 245, 187, 147
3, 60, 64, 254, 201, 151
85, 59, 64, 249, 192, 149
3, 59, 64, 254, 201, 144
85, 58, 64, 250, 192, 151
3, 58, 64, 237, 186, 136
86, 57, 64, 252, 192, 156
42, 1, 66, 249, 187, 152
43, 1, 66, 249, 187, 152
2, 57, 64, 249, 196, 147
86, 56, 64, 252, 192, 154
44, 1, 66, 252, 194, 152
45, 1, 66, 250, 189, 152
2, 56, 64, 250, 196, 149
86, 55, 64, 250, 191, 151
2, 55, 64, 247, 191, 149
86, 54, 64, 249, 192, 152
2, 54, 64, 250, 194, 147
86, 53, 64, 212, 157, 121
2, 53, 64, 250, 197, 147
87, 52, 64, 249, 189, 157
46, 1, 66, 245, 189, 149
47, 1, 66, 239, 182, 144
1, 52, 64, 255, 206, 154
87, 51, 64, 249, 189, 154
48, 1, 66, 252, 201, 151
49, 1, 66, 255, 202, 152
1, 51, 64, 255, 202, 151
87, 50, 64, 247, 187, 151
1, 50, 64, 255, 201, 149
87, 49, 64, 244, 187, 149
1, 49, 64, 255, 201, 151
87, 48, 64, 217, 161, 121
1, 48, 64, 252, 197, 147
87, 47, 64, 245, 189, 147
1, 47, 64, 226, 174, 128
87, 46, 64, 242, 184, 142
1, 46, 64, 247, 194, 146
87, 45, 64, 250, 191, 151
1, 45, 64, 255, 201, 154
87, 44, 64, 237, 177, 139
1, 44, 64, 255, 199, 152
87, 43, 64, 242, 182, 146
1, 43, 64, 254, 197, 151
87, 42, 64, 252, 194, 154
1, 42, 64, 255, 197, 151
87, 41, 64, 245, 186, 149
1, 41, 64, 255, 197, 152
87, 40, 64, 247, 187, 154
1, 40, 64, 254, 201, 154
87, 39, 64, 244, 182, 152
1, 39, 64, 252, 196, 151
87, 38, 64, 245, 184, 151
1, 38, 64, 250, 194, 151
87, 37, 64, 250, 192, 152
50, 1, 66, 255, 199, 152
51, 1, 66, 250, 194, 151
1, 37, 64, 244, 187, 144
87, 36, 64, 250, 194, 154
32, 2, 66, 255, 204, 154
33, 2, 66, 244, 192, 141
1, 36, 64, 254, 197, 152
86, 35, 64, 232, 172, 139
2, 35, 64, 249, 191, 151
86, 34, 64, 249, 191, 152
2, 34, 64, 239, 181, 144
86, 33, 64, 247, 189, 151
2, 33, 64, 226, 167, 131
86, 32, 64, 245, 187, 151
34, 2, 66, 255, 204, 147
35, 2, 66, 244, 191, 142
2, 32, 64, 239, 181, 144
86, 31, 64, 245, 189, 151
36, 2, 66, 221, 169, 128
52, 2, 66, 250, 196, 147
2, 31, 64, 244, 184, 147
85, 30, 64, 249, 186, 154
3, 30, 64, 245, 186, 152
85, 29, 64, 214, 161, 129
3, 29, 64, 239, 181, 142
85, 28, 64, 187, 134, 101
53, 2, 66, 239, 186, 139
54, 2, 66, 206, 157, 116
3, 28, 64, 249, 191, 147
84, 27, 64, 212, 161, 126
4, 27, 64, 252, 194, 149
84, 26, 64, 194, 141, 113
55, 2, 66, 219, 166, 124
56, 2, 66, 247, 196, 152
4, 26, 64, 247, 191, 142
84, 25, 64, 216, 157, 131
